Word,Language,Len,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20
esquivemos,1,10,101,115,113,117,105,118,101,109,111,115,0,0,0,0,0,0,0,0,0,0
descuartizaréis,1,15,100,101,115,99,117,97,114,116,105,122,97,114,233,105,115,0,0,0,0,0
cosechado,1,9,99,111,115,101,99,104,97,100,111,0,0,0,0,0,0,0,0,0,0,0
minaretes,1,9,109,105,110,97,114,101,116,101,115,0,0,0,0,0,0,0,0,0,0,0
avinagra,1,8,97,118,105,110,97,103,114,97,0,0,0,0,0,0,0,0,0,0,0,0
obligabas,1,9,111,98,108,105,103,97,98,97,115,0,0,0,0,0,0,0,0,0,0,0
alpino,1,6,97,108,112,105,110,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
patearan,1,8,112,97,116,101,97,114,97,110,0,0,0,0,0,0,0,0,0,0,0,0
espaciamos,1,10,101,115,112,97,99,105,97,109,111,115,0,0,0,0,0,0,0,0,0,0
enmasillad,1,10,101,110,109,97,115,105,108,108,97,100,0,0,0,0,0,0,0,0,0,0
exclame,1,7,101,120,99,108,97,109,101,0,0,0,0,0,0,0,0,0,0,0,0,0
elaboradoras,1,12,101,108,97,98,111,114,97,100,111,114,97,115,0,0,0,0,0,0,0,0
acaballonábamos,1,15,97,99,97,98,97,108,108,111,110,225,98,97,109,111,115,0,0,0,0,0
compromisorio,1,13,99,111,109,112,114,111,109,105,115,111,114,105,111,0,0,0,0,0,0,0
descargarás,1,11,100,101,115,99,97,114,103,97,114,225,115,0,0,0,0,0,0,0,0,0
pépticos,1,8,112,233,112,116,105,99,111,115,0,0,0,0,0,0,0,0,0,0,0,0
cuarteaban,1,10,99,117,97,114,116,101,97,98,97,110,0,0,0,0,0,0,0,0,0,0
colonizan,1,9,99,111,108,111,110,105,122,97,110,0,0,0,0,0,0,0,0,0,0,0
disculpara,1,10,100,105,115,99,117,108,112,97,114,97,0,0,0,0,0,0,0,0,0,0
prodigaríais,1,12,112,114,111,100,105,103,97,114,237,97,105,115,0,0,0,0,0,0,0,0
rellenamos,1,10,114,101,108,108,101,110,97,109,111,115,0,0,0,0,0,0,0,0,0,0
ejecutable,1,10,101,106,101,99,117,116,97,98,108,101,0,0,0,0,0,0,0,0,0,0
observan,1,8,111,98,115,101,114,118,97,110,0,0,0,0,0,0,0,0,0,0,0,0
blancanievesas,1,14,98,108,97,110,99,97,110,105,101,118,101,115,97,115,0,0,0,0,0,0
desplomaremos,1,13,100,101,115,112,108,111,109,97,114,101,109,111,115,0,0,0,0,0,0,0
denostemos,1,10,100,101,110,111,115,116,101,109,111,115,0,0,0,0,0,0,0,0,0,0
fulgurara,1,9,102,117,108,103,117,114,97,114,97,0,0,0,0,0,0,0,0,0,0,0
bienquerieras,1,13,98,105,101,110,113,117,101,114,105,101,114,97,115,0,0,0,0,0,0,0
mantengan,1,9,109,97,110,116,101,110,103,97,110,0,0,0,0,0,0,0,0,0,0,0
lucren,1,6,108,117,99,114,101,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0
amputación,1,10,97,109,112,117,116,97,99,105,243,110,0,0,0,0,0,0,0,0,0,0
bombachos,1,9,98,111,109,98,97,99,104,111,115,0,0,0,0,0,0,0,0,0,0,0
cumplimentó,1,11,99,117,109,112,108,105,109,101,110,116,243,0,0,0,0,0,0,0,0,0
zanqueara,1,9,122,97,110,113,117,101,97,114,97,0,0,0,0,0,0,0,0,0,0,0
entumecimos,1,11,101,110,116,117,109,101,99,105,109,111,115,0,0,0,0,0,0,0,0,0
englobábamos,1,12,101,110,103,108,111,98,225,98,97,109,111,115,0,0,0,0,0,0,0,0
inopinado,1,9,105,110,111,112,105,110,97,100,111,0,0,0,0,0,0,0,0,0,0,0
remedábamos,1,11,114,101,109,101,100,225,98,97,109,111,115,0,0,0,0,0,0,0,0,0
saboteadora,1,11,115,97,98,111,116,101,97,100,111,114,97,0,0,0,0,0,0,0,0,0
inmiscuía,1,9,105,110,109,105,115,99,117,237,97,0,0,0,0,0,0,0,0,0,0,0
resecarían,1,10,114,101,115,101,99,97,114,237,97,110,0,0,0,0,0,0,0,0,0,0
conmocioné,1,10,99,111,110,109,111,99,105,111,110,233,0,0,0,0,0,0,0,0,0,0
fulminad,1,8,102,117,108,109,105,110,97,100,0,0,0,0,0,0,0,0,0,0,0,0
regañones,1,9,114,101,103,97,241,111,110,101,115,0,0,0,0,0,0,0,0,0,0,0
abusaréis,1,9,97,98,117,115,97,114,233,105,115,0,0,0,0,0,0,0,0,0,0,0
hidra,1,5,104,105,100,114,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
externa,1,7,101,120,116,101,114,110,97,0,0,0,0,0,0,0,0,0,0,0,0,0
mórbidas,1,8,109,243,114,98,105,100,97,115,0,0,0,0,0,0,0,0,0,0,0,0
consuela,1,8,99,111,110,115,117,101,108,97,0,0,0,0,0,0,0,0,0,0,0,0
apabulle,1,8,97,112,97,98,117,108,108,101,0,0,0,0,0,0,0,0,0,0,0,0
vituperasteis,1,13,118,105,116,117,112,101,114,97,115,116,101,105,115,0,0,0,0,0,0,0
malvivió,1,8,109,97,108,118,105,118,105,243,0,0,0,0,0,0,0,0,0,0,0,0
enrarecemos,1,11,101,110,114,97,114,101,99,101,109,111,115,0,0,0,0,0,0,0,0,0
desaprobabas,1,12,100,101,115,97,112,114,111,98,97,98,97,115,0,0,0,0,0,0,0,0
homogenizara,1,12,104,111,109,111,103,101,110,105,122,97,114,97,0,0,0,0,0,0,0,0
adinerada,1,9,97,100,105,110,101,114,97,100,97,0,0,0,0,0,0,0,0,0,0,0
redundas,1,8,114,101,100,117,110,100,97,115,0,0,0,0,0,0,0,0,0,0,0,0
encintas,1,8,101,110,99,105,110,116,97,115,0,0,0,0,0,0,0,0,0,0,0,0
redescontéis,1,12,114,101,100,101,115,99,111,110,116,233,105,115,0,0,0,0,0,0,0,0
secuestramos,1,12,115,101,99,117,101,115,116,114,97,109,111,115,0,0,0,0,0,0,0,0
documentara,1,11,100,111,99,117,109,101,110,116,97,114,97,0,0,0,0,0,0,0,0,0
desinformaré,1,12,100,101,115,105,110,102,111,114,109,97,114,233,0,0,0,0,0,0,0,0
gangueasteis,1,12,103,97,110,103,117,101,97,115,116,101,105,115,0,0,0,0,0,0,0,0
desafinaríais,1,13,100,101,115,97,102,105,110,97,114,237,97,105,115,0,0,0,0,0,0,0
alimentes,1,9,97,108,105,109,101,110,116,101,115,0,0,0,0,0,0,0,0,0,0,0
abrasadora,1,10,97,98,114,97,115,97,100,111,114,97,0,0,0,0,0,0,0,0,0,0
bill,1,4,98,105,108,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rotularás,1,9,114,111,116,117,108,97,114,225,115,0,0,0,0,0,0,0,0,0,0,0
exheredarais,1,12,101,120,104,101,114,101,100,97,114,97,105,115,0,0,0,0,0,0,0,0
ensayaras,1,9,101,110,115,97,121,97,114,97,115,0,0,0,0,0,0,0,0,0,0,0
preconizó,1,9,112,114,101,99,111,110,105,122,243,0,0,0,0,0,0,0,0,0,0,0
retractaran,1,11,114,101,116,114,97,99,116,97,114,97,110,0,0,0,0,0,0,0,0,0
traicionábamos,1,14,116,114,97,105,99,105,111,110,225,98,97,109,111,115,0,0,0,0,0,0
apuntalamientos,1,15,97,112,117,110,116,97,108,97,109,105,101,110,116,111,115,0,0,0,0,0
epígrafes,1,9,101,112,237,103,114,97,102,101,115,0,0,0,0,0,0,0,0,0,0,0
gasificaría,1,11,103,97,115,105,102,105,99,97,114,237,97,0,0,0,0,0,0,0,0,0
carcamales,1,10,99,97,114,99,97,109,97,108,101,115,0,0,0,0,0,0,0,0,0,0
estallaras,1,10,101,115,116,97,108,108,97,114,97,115,0,0,0,0,0,0,0,0,0,0
alquiler,1,8,97,108,113,117,105,108,101,114,0,0,0,0,0,0,0,0,0,0,0,0
geodésico,1,9,103,101,111,100,233,115,105,99,111,0,0,0,0,0,0,0,0,0,0,0
secretando,1,10,115,101,99,114,101,116,97,110,100,111,0,0,0,0,0,0,0,0,0,0
albañiles,1,9,97,108,98,97,241,105,108,101,115,0,0,0,0,0,0,0,0,0,0,0
tonteen,1,7,116,111,110,116,101,101,110,0,0,0,0,0,0,0,0,0,0,0,0,0
jaspeabas,1,9,106,97,115,112,101,97,98,97,115,0,0,0,0,0,0,0,0,0,0,0
abanderad,1,9,97,98,97,110,100,101,114,97,100,0,0,0,0,0,0,0,0,0,0,0
consolidáramos,1,14,99,111,110,115,111,108,105,100,225,114,97,109,111,115,0,0,0,0,0,0
desenmascararán,1,15,100,101,115,101,110,109,97,115,99,97,114,97,114,225,110,0,0,0,0,0
descomprime,1,11,100,101,115,99,111,109,112,114,105,109,101,0,0,0,0,0,0,0,0,0
satisfacemos,1,12,115,97,116,105,115,102,97,99,101,109,111,115,0,0,0,0,0,0,0,0
vedarás,1,7,118,101,100,97,114,225,115,0,0,0,0,0,0,0,0,0,0,0,0,0
compartía,1,9,99,111,109,112,97,114,116,237,97,0,0,0,0,0,0,0,0,0,0,0
glorificaré,1,11,103,108,111,114,105,102,105,99,97,114,233,0,0,0,0,0,0,0,0,0
grillen,1,7,103,114,105,108,108,101,110,0,0,0,0,0,0,0,0,0,0,0,0,0
emisarias,1,9,101,109,105,115,97,114,105,97,115,0,0,0,0,0,0,0,0,0,0,0
desafinaron,1,11,100,101,115,97,102,105,110,97,114,111,110,0,0,0,0,0,0,0,0,0
apoderemos,1,10,97,112,111,100,101,114,101,109,111,115,0,0,0,0,0,0,0,0,0,0
adhieren,1,8,97,100,104,105,101,114,101,110,0,0,0,0,0,0,0,0,0,0,0,0
odiosa,1,6,111,100,105,111,115,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
decaparíamos,1,12,100,101,99,97,112,97,114,237,97,109,111,115,0,0,0,0,0,0,0,0
robaremos,1,9,114,111,98,97,114,101,109,111,115,0,0,0,0,0,0,0,0,0,0,0
acomplejemos,1,12,97,99,111,109,112,108,101,106,101,109,111,115,0,0,0,0,0,0,0,0
angosté,1,7,97,110,103,111,115,116,233,0,0,0,0,0,0,0,0,0,0,0,0,0
apropia,1,7,97,112,114,111,112,105,97,0,0,0,0,0,0,0,0,0,0,0,0,0
calafatearan,1,12,99,97,108,97,102,97,116,101,97,114,97,110,0,0,0,0,0,0,0,0
mimara,1,6,109,105,109,97,114,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
regularizará,1,12,114,101,103,117,108,97,114,105,122,97,114,225,0,0,0,0,0,0,0,0
borrascosas,1,11,98,111,114,114,97,115,99,111,115,97,115,0,0,0,0,0,0,0,0,0
zarandeando,1,11,122,97,114,97,110,100,101,97,110,100,111,0,0,0,0,0,0,0,0,0
endeúdense,1,10,101,110,100,101,250,100,101,110,115,101,0,0,0,0,0,0,0,0,0,0
timbal,1,6,116,105,109,98,97,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0
atizaba,1,7,97,116,105,122,97,98,97,0,0,0,0,0,0,0,0,0,0,0,0,0
competitivamente,1,16,99,111,109,112,101,116,105,116,105,118,97,109,101,110,116,101,0,0,0,0
saneara,1,7,115,97,110,101,97,114,97,0,0,0,0,0,0,0,0,0,0,0,0,0
desapasionadas,1,14,100,101,115,97,112,97,115,105,111,110,97,100,97,115,0,0,0,0,0,0
concatena,1,9,99,111,110,99,97,116,101,110,97,0,0,0,0,0,0,0,0,0,0,0
biodinámica,1,11,98,105,111,100,105,110,225,109,105,99,97,0,0,0,0,0,0,0,0,0
tuertos,1,7,116,117,101,114,116,111,115,0,0,0,0,0,0,0,0,0,0,0,0,0
desayunaran,1,11,100,101,115,97,121,117,110,97,114,97,110,0,0,0,0,0,0,0,0,0
doblemente,1,10,100,111,98,108,101,109,101,110,116,101,0,0,0,0,0,0,0,0,0,0
sumaras,1,7,115,117,109,97,114,97,115,0,0,0,0,0,0,0,0,0,0,0,0,0
zarzamoras,1,10,122,97,114,122,97,109,111,114,97,115,0,0,0,0,0,0,0,0,0,0
postergarás,1,11,112,111,115,116,101,114,103,97,114,225,115,0,0,0,0,0,0,0,0,0
fantaseaban,1,11,102,97,110,116,97,115,101,97,98,97,110,0,0,0,0,0,0,0,0,0
embelesarais,1,12,101,109,98,101,108,101,115,97,114,97,105,115,0,0,0,0,0,0,0,0
unificaríais,1,12,117,110,105,102,105,99,97,114,237,97,105,115,0,0,0,0,0,0,0,0
chamuscasteis,1,13,99,104,97,109,117,115,99,97,115,116,101,105,115,0,0,0,0,0,0,0
repasaban,1,9,114,101,112,97,115,97,98,97,110,0,0,0,0,0,0,0,0,0,0,0
argüíamos,1,9,97,114,103,252,237,97,109,111,115,0,0,0,0,0,0,0,0,0,0,0
bequéis,1,7,98,101,113,117,233,105,115,0,0,0,0,0,0,0,0,0,0,0,0,0
zollipe,1,7,122,111,108,108,105,112,101,0,0,0,0,0,0,0,0,0,0,0,0,0
precipitaremos,1,14,112,114,101,99,105,112,105,116,97,114,101,109,111,115,0,0,0,0,0,0
instrumentaban,1,14,105,110,115,116,114,117,109,101,110,116,97,98,97,110,0,0,0,0,0,0
simultáneos,1,11,115,105,109,117,108,116,225,110,101,111,115,0,0,0,0,0,0,0,0,0
apedazan,1,8,97,112,101,100,97,122,97,110,0,0,0,0,0,0,0,0,0,0,0,0
inducíais,1,9,105,110,100,117,99,237,97,105,115,0,0,0,0,0,0,0,0,0,0,0
desenfundarías,1,14,100,101,115,101,110,102,117,110,100,97,114,237,97,115,0,0,0,0,0,0
galocha,1,7,103,97,108,111,99,104,97,0,0,0,0,0,0,0,0,0,0,0,0,0
correctivos,1,11,99,111,114,114,101,99,116,105,118,111,115,0,0,0,0,0,0,0,0,0
subscribisteis,1,14,115,117,98,115,99,114,105,98,105,115,116,101,105,115,0,0,0,0,0,0
holgazaneará,1,12,104,111,108,103,97,122,97,110,101,97,114,225,0,0,0,0,0,0,0,0
remodelaban,1,11,114,101,109,111,100,101,108,97,98,97,110,0,0,0,0,0,0,0,0,0
organizo,1,8,111,114,103,97,110,105,122,111,0,0,0,0,0,0,0,0,0,0,0,0
ò.,1,2,242,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isleña,1,6,105,115,108,101,241,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unísonos,1,8,117,110,237,115,111,110,111,115,0,0,0,0,0,0,0,0,0,0,0,0
sociológicos,1,12,115,111,99,105,111,108,243,103,105,99,111,115,0,0,0,0,0,0,0,0
noviazgo,1,8,110,111,118,105,97,122,103,111,0,0,0,0,0,0,0,0,0,0,0,0
embrujáis,1,9,101,109,98,114,117,106,225,105,115,0,0,0,0,0,0,0,0,0,0,0
desperezo,1,9,100,101,115,112,101,114,101,122,111,0,0,0,0,0,0,0,0,0,0,0
escarmentado,1,12,101,115,99,97,114,109,101,110,116,97,100,111,0,0,0,0,0,0,0,0
reinaremos,1,10,114,101,105,110,97,114,101,109,111,115,0,0,0,0,0,0,0,0,0,0
desencantad,1,11,100,101,115,101,110,99,97,110,116,97,100,0,0,0,0,0,0,0,0,0
alarmó,1,6,97,108,97,114,109,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tremendos,1,9,116,114,101,109,101,110,100,111,115,0,0,0,0,0,0,0,0,0,0,0
actínico,1,8,97,99,116,237,110,105,99,111,0,0,0,0,0,0,0,0,0,0,0,0
totalitarias,1,12,116,111,116,97,108,105,116,97,114,105,97,115,0,0,0,0,0,0,0,0
adjurado,1,8,97,100,106,117,114,97,100,111,0,0,0,0,0,0,0,0,0,0,0,0
ensartéis,1,9,101,110,115,97,114,116,233,105,115,0,0,0,0,0,0,0,0,0,0,0
retorciera,1,10,114,101,116,111,114,99,105,101,114,97,0,0,0,0,0,0,0,0,0,0
empapelaras,1,11,101,109,112,97,112,101,108,97,114,97,115,0,0,0,0,0,0,0,0,0
reyezuelos,1,10,114,101,121,101,122,117,101,108,111,115,0,0,0,0,0,0,0,0,0,0
reiteraste,1,10,114,101,105,116,101,114,97,115,116,101,0,0,0,0,0,0,0,0,0,0
aclararon,1,9,97,99,108,97,114,97,114,111,110,0,0,0,0,0,0,0,0,0,0,0
papeaban,1,8,112,97,112,101,97,98,97,110,0,0,0,0,0,0,0,0,0,0,0,0
invoco,1,6,105,110,118,111,99,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
baldados,1,8,98,97,108,100,97,100,111,115,0,0,0,0,0,0,0,0,0,0,0,0
acompasáramos,1,13,97,99,111,109,112,97,115,225,114,97,109,111,115,0,0,0,0,0,0,0
jeringaremos,1,12,106,101,114,105,110,103,97,114,101,109,111,115,0,0,0,0,0,0,0,0
atemorizaremos,1,14,97,116,101,109,111,114,105,122,97,114,101,109,111,115,0,0,0,0,0,0
incriminamos,1,12,105,110,99,114,105,109,105,110,97,109,111,115,0,0,0,0,0,0,0,0
rechinara,1,9,114,101,99,104,105,110,97,114,97,0,0,0,0,0,0,0,0,0,0,0
bailoteaba,1,10,98,97,105,108,111,116,101,97,98,97,0,0,0,0,0,0,0,0,0,0
raciocinarán,1,12,114,97,99,105,111,99,105,110,97,114,225,110,0,0,0,0,0,0,0,0
socioeconómico,1,14,115,111,99,105,111,101,99,111,110,243,109,105,99,111,0,0,0,0,0,0
acusable,1,8,97,99,117,115,97,98,108,101,0,0,0,0,0,0,0,0,0,0,0,0
zanjáis,1,7,122,97,110,106,225,105,115,0,0,0,0,0,0,0,0,0,0,0,0,0
espanté,1,7,101,115,112,97,110,116,233,0,0,0,0,0,0,0,0,0,0,0,0,0
patrocinante,1,12,112,97,116,114,111,99,105,110,97,110,116,101,0,0,0,0,0,0,0,0
perdonavidas,1,12,112,101,114,100,111,110,97,118,105,100,97,115,0,0,0,0,0,0,0,0
copiado,1,7,99,111,112,105,97,100,111,0,0,0,0,0,0,0,0,0,0,0,0,0
balancee,1,8,98,97,108,97,110,99,101,101,0,0,0,0,0,0,0,0,0,0,0,0
embarcaríais,1,12,101,109,98,97,114,99,97,114,237,97,105,115,0,0,0,0,0,0,0,0
tajamos,1,7,116,97,106,97,109,111,115,0,0,0,0,0,0,0,0,0,0,0,0,0
vaciaban,1,8,118,97,99,105,97,98,97,110,0,0,0,0,0,0,0,0,0,0,0,0
acurrucabas,1,11,97,99,117,114,114,117,99,97,98,97,115,0,0,0,0,0,0,0,0,0
guisáramos,1,10,103,117,105,115,225,114,97,109,111,115,0,0,0,0,0,0,0,0,0,0
desbarraste,1,11,100,101,115,98,97,114,114,97,115,116,101,0,0,0,0,0,0,0,0,0
adelantaste,1,11,97,100,101,108,97,110,116,97,115,116,101,0,0,0,0,0,0,0,0,0
conductividad,1,13,99,111,110,100,117,99,116,105,118,105,100,97,100,0,0,0,0,0,0,0
enlucíais,1,9,101,110,108,117,99,237,97,105,115,0,0,0,0,0,0,0,0,0,0,0
planteabais,1,11,112,108,97,110,116,101,97,98,97,105,115,0,0,0,0,0,0,0,0,0
caldeaste,1,9,99,97,108,100,101,97,115,116,101,0,0,0,0,0,0,0,0,0,0,0
grillaban,1,9,103,114,105,108,108,97,98,97,110,0,0,0,0,0,0,0,0,0,0,0
tijereteado,1,11,116,105,106,101,114,101,116,101,97,100,111,0,0,0,0,0,0,0,0,0
abultara,1,8,97,98,117,108,116,97,114,97,0,0,0,0,0,0,0,0,0,0,0,0
encordara,1,9,101,110,99,111,114,100,97,114,97,0,0,0,0,0,0,0,0,0,0,0
erradique,1,9,101,114,114,97,100,105,113,117,101,0,0,0,0,0,0,0,0,0,0,0
ausentes,1,8,97,117,115,101,110,116,101,115,0,0,0,0,0,0,0,0,0,0,0,0
condicionar,1,11,99,111,110,100,105,99,105,111,110,97,114,0,0,0,0,0,0,0,0,0
bábese,1,6,98,225,98,101,115,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0
correctivo,1,10,99,111,114,114,101,99,116,105,118,111,0,0,0,0,0,0,0,0,0,0
proponed,1,8,112,114,111,112,111,110,101,100,0,0,0,0,0,0,0,0,0,0,0,0
flecháramos,1,11,102,108,101,99,104,225,114,97,109,111,115,0,0,0,0,0,0,0,0,0
vaporiza,1,8,118,97,112,111,114,105,122,97,0,0,0,0,0,0,0,0,0,0,0,0
sabréis,1,7,115,97,98,114,233,105,115,0,0,0,0,0,0,0,0,0,0,0,0,0
silbarán,1,8,115,105,108,98,97,114,225,110,0,0,0,0,0,0,0,0,0,0,0,0
azufrar,1,7,97,122,117,102,114,97,114,0,0,0,0,0,0,0,0,0,0,0,0,0
desapasionado,1,13,100,101,115,97,112,97,115,105,111,110,97,100,111,0,0,0,0,0,0,0
gustosos,1,8,103,117,115,116,111,115,111,115,0,0,0,0,0,0,0,0,0,0,0,0
impacientaba,1,12,105,109,112,97,99,105,101,110,116,97,98,97,0,0,0,0,0,0,0,0
triturábamos,1,12,116,114,105,116,117,114,225,98,97,109,111,115,0,0,0,0,0,0,0,0
salteando,1,9,115,97,108,116,101,97,110,100,111,0,0,0,0,0,0,0,0,0,0,0
reprimiríais,1,12,114,101,112,114,105,109,105,114,237,97,105,115,0,0,0,0,0,0,0,0
desbordaste,1,11,100,101,115,98,111,114,100,97,115,116,101,0,0,0,0,0,0,0,0,0
ronroneas,1,9,114,111,110,114,111,110,101,97,115,0,0,0,0,0,0,0,0,0,0,0
asediabais,1,10,97,115,101,100,105,97,98,97,105,115,0,0,0,0,0,0,0,0,0,0
regeneraras,1,11,114,101,103,101,110,101,114,97,114,97,115,0,0,0,0,0,0,0,0,0
cerrojos,1,8,99,101,114,114,111,106,111,115,0,0,0,0,0,0,0,0,0,0,0,0
compradoras,1,11,99,111,109,112,114,97,100,111,114,97,115,0,0,0,0,0,0,0,0,0
fluyen,1,6,102,108,117,121,101,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0
advertencia,1,11,97,100,118,101,114,116,101,110,99,105,97,0,0,0,0,0,0,0,0,0
libasteis,1,9,108,105,98,97,115,116,101,105,115,0,0,0,0,0,0,0,0,0,0,0
pentecostés,1,11,112,101,110,116,101,99,111,115,116,233,115,0,0,0,0,0,0,0,0,0
taconeaba,1,9,116,97,99,111,110,101,97,98,97,0,0,0,0,0,0,0,0,0,0,0
reprodujo,1,9,114,101,112,114,111,100,117,106,111,0,0,0,0,0,0,0,0,0,0,0
atribularás,1,11,97,116,114,105,98,117,108,97,114,225,115,0,0,0,0,0,0,0,0,0
chantajes,1,9,99,104,97,110,116,97,106,101,115,0,0,0,0,0,0,0,0,0,0,0
jaranean,1,8,106,97,114,97,110,101,97,110,0,0,0,0,0,0,0,0,0,0,0,0
asaltadores,1,11,97,115,97,108,116,97,100,111,114,101,115,0,0,0,0,0,0,0,0,0
plegasteis,1,10,112,108,101,103,97,115,116,101,105,115,0,0,0,0,0,0,0,0,0,0
tradicionalmente,1,16,116,114,97,100,105,99,105,111,110,97,108,109,101,110,116,101,0,0,0,0
bifurcadamente,1,14,98,105,102,117,114,99,97,100,97,109,101,110,116,101,0,0,0,0,0,0
racionalizaré,1,13,114,97,99,105,111,110,97,108,105,122,97,114,233,0,0,0,0,0,0,0
telefoneó,1,9,116,101,108,101,102,111,110,101,243,0,0,0,0,0,0,0,0,0,0,0
soldad,1,6,115,111,108,100,97,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasmaba,1,7,112,97,115,109,97,98,97,0,0,0,0,0,0,0,0,0,0,0,0,0
sigilosos,1,9,115,105,103,105,108,111,115,111,115,0,0,0,0,0,0,0,0,0,0,0
olearía,1,7,111,108,101,97,114,237,97,0,0,0,0,0,0,0,0,0,0,0,0,0
sobrevolado,1,11,115,111,98,114,101,118,111,108,97,100,111,0,0,0,0,0,0,0,0,0
garrapata,1,9,103,97,114,114,97,112,97,116,97,0,0,0,0,0,0,0,0,0,0,0
axialmente,1,10,97,120,105,97,108,109,101,110,116,101,0,0,0,0,0,0,0,0,0,0
pestañeasteis,1,13,112,101,115,116,97,241,101,97,115,116,101,105,115,0,0,0,0,0,0,0
atraillen,1,9,97,116,114,97,105,108,108,101,110,0,0,0,0,0,0,0,0,0,0,0
aplacabais,1,10,97,112,108,97,99,97,98,97,105,115,0,0,0,0,0,0,0,0,0,0
desbarraréis,1,12,100,101,115,98,97,114,114,97,114,233,105,115,0,0,0,0,0,0,0,0
conquistables,1,13,99,111,110,113,117,105,115,116,97,98,108,101,115,0,0,0,0,0,0,0
sembraras,1,9,115,101,109,98,114,97,114,97,115,0,0,0,0,0,0,0,0,0,0,0
enseñorearais,1,13,101,110,115,101,241,111,114,101,97,114,97,105,115,0,0,0,0,0,0,0
recauchutasteis,1,15,114,101,99,97,117,99,104,117,116,97,115,116,101,105,115,0,0,0,0,0
finalizarían,1,12,102,105,110,97,108,105,122,97,114,237,97,110,0,0,0,0,0,0,0,0
olorosa,1,7,111,108,111,114,111,115,97,0,0,0,0,0,0,0,0,0,0,0,0,0
cotizaré,1,8,99,111,116,105,122,97,114,233,0,0,0,0,0,0,0,0,0,0,0,0
engarzas,1,8,101,110,103,97,114,122,97,115,0,0,0,0,0,0,0,0,0,0,0,0
empellarían,1,11,101,109,112,101,108,108,97,114,237,97,110,0,0,0,0,0,0,0,0,0
mulleras,1,8,109,117,108,108,101,114,97,115,0,0,0,0,0,0,0,0,0,0,0,0
conserváramos,1,13,99,111,110,115,101,114,118,225,114,97,109,111,115,0,0,0,0,0,0,0
adueñado,1,8,97,100,117,101,241,97,100,111,0,0,0,0,0,0,0,0,0,0,0,0
fraternamente,1,13,102,114,97,116,101,114,110,97,109,101,110,116,101,0,0,0,0,0,0,0
sobrepondré,1,11,115,111,98,114,101,112,111,110,100,114,233,0,0,0,0,0,0,0,0,0
jesuítico,1,9,106,101,115,117,237,116,105,99,111,0,0,0,0,0,0,0,0,0,0,0
diputa,1,6,100,105,112,117,116,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oled,1,4,111,108,101,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adoctrinasteis,1,14,97,100,111,99,116,114,105,110,97,115,116,101,105,115,0,0,0,0,0,0
arriban,1,7,97,114,114,105,98,97,110,0,0,0,0,0,0,0,0,0,0,0,0,0
metrificáis,1,11,109,101,116,114,105,102,105,99,225,105,115,0,0,0,0,0,0,0,0,0
crucificaríais,1,14,99,114,117,99,105,102,105,99,97,114,237,97,105,115,0,0,0,0,0,0
reconstituyamos,1,15,114,101,99,111,110,115,116,105,116,117,121,97,109,111,115,0,0,0,0,0
trucha,1,6,116,114,117,99,104,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
derrotará,1,9,100,101,114,114,111,116,97,114,225,0,0,0,0,0,0,0,0,0,0,0
aseguraron,1,10,97,115,101,103,117,114,97,114,111,110,0,0,0,0,0,0,0,0,0,0
atropara,1,8,97,116,114,111,112,97,114,97,0,0,0,0,0,0,0,0,0,0,0,0
abocinara,1,9,97,98,111,99,105,110,97,114,97,0,0,0,0,0,0,0,0,0,0,0
protestaréis,1,12,112,114,111,116,101,115,116,97,114,233,105,115,0,0,0,0,0,0,0,0
uniformé,1,8,117,110,105,102,111,114,109,233,0,0,0,0,0,0,0,0,0,0,0,0
inabrogables,1,12,105,110,97,98,114,111,103,97,98,108,101,115,0,0,0,0,0,0,0,0
surja,1,5,115,117,114,106,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cercadamente,1,12,99,101,114,99,97,100,97,109,101,110,116,101,0,0,0,0,0,0,0,0
oblonga,1,7,111,98,108,111,110,103,97,0,0,0,0,0,0,0,0,0,0,0,0,0
bendijeras,1,10,98,101,110,100,105,106,101,114,97,115,0,0,0,0,0,0,0,0,0,0
inhalabais,1,10,105,110,104,97,108,97,98,97,105,115,0,0,0,0,0,0,0,0,0,0
intimidas,1,9,105,110,116,105,109,105,100,97,115,0,0,0,0,0,0,0,0,0,0,0
